"age","credithistory","creditstatus","customerid","id","paymenthistory","callreason","customervalue","frequentcaller","customername","gender","income","clvsegment","zipcode","circleid","startingmember"
42,"Paid on time","Clear","CE-611",NA,"Same month",NA,NA,"No","Elizabeth Holland","f",67107,NA,62368,"CI-6","No"
33,"Paid on time","Clear","CE-622",NA,"Same day",NA,NA,"Yes","Erin Steinbach","f",39210,NA,70088,"CI-6","No"
42,"Paid on time","Clear","CE-641",NA,"Same month",NA,NA,"No","Bryce Stroman","m",50116,NA,68910,"CI-6","No"
45,"Paid on time","Due payment","CE-644",NA,"Same day",NA,NA,"Yes","Rokas Kadlec","m",54271,NA,61977,"CI-6","No"
61,"Past arrears","Clear","CE-653",NA,"Same week",NA,NA,"Yes","Tori Weyer","f",54160,NA,63969,"CI-6","No"
53,"Paid on time","Clear","CE-674",NA,"Same month",NA,NA,"Yes","Andrew Ruebel","m",73593,NA,65846,"CI-6","No"
39,"Past arrears","Due payment","CE-680",NA,"Same day",NA,NA,"Yes","Dawson Schutte","m",59691,NA,64157,"CI-6","No"
56,"Past arrears","Clear","CE-691",NA,"Same week",NA,NA,"No","Kendra Fox","f",50293,NA,66270,"CI-6","No"
22,"Repaid on time","Clear","CE-706",NA,"Same day",NA,NA,"No","Margaret Greeley","f",35841,NA,62864,"CI-6","No"
52,"Past arrears","Clear","CE-721",NA,"Same week",NA,NA,"No","Sharayah Moore","f",56692,NA,67764,"CI-6","No"
49,"Past arrears","Due payment","CE-732",NA,"Same week",NA,NA,"Yes","Itamar Renner","m",48185,NA,66155,"CI-6","No"
37,"Past arrears","Clear","CE-741",NA,"Same day",NA,NA,"Yes","Kaitlyn Mccall","f",48731,NA,64102,"CI-6","No"
48,"Repaid on time","Clear","CE-742",NA,"Same month",NA,NA,"Yes","Courtney Baker","f",62186,NA,65911,"CI-6","No"
23,"Past arrears","Clear","CE-761",NA,"Same month",NA,NA,"Yes","Trey Call","m",22253,NA,64141,"CI-6","No"
64,"Past arrears","Due payment","CE-779",NA,"Same day",NA,NA,"Yes","Andrew Auernhamer","m",98760,NA,64656,"CI-6","No"
42,"Past arrears","Due payment","CE-791",NA,"Same week",NA,NA,"No","Brittney Grossnickle","f",49775,NA,63207,"CI-6","No"
35,"Paid on time","Clear","CE-809",NA,"Same week",NA,NA,"Yes","Zebediah Carter","m",45029,NA,61063,"CI-6","No"
63,"Past arrears","Clear","CE-815",NA,"Same week",NA,NA,"No","Amber Katz","f",72540,NA,68441,"CI-6","No"
53,"Past arrears","Due payment","CE-832",NA,"Same week",NA,NA,"Yes","Benjamin Fudge","m",73321,NA,67148,"CI-6","No"
18,"Paid on time","Clear","CE-904",NA,"Same week",NA,NA,"Yes","Kelsea Jackson","f",21413,NA,69201,"CI-6","No"
39,"Paid on time","Clear","CE-906",NA,"Same week",NA,NA,"No","Kaleb Smith","m",49232,NA,61259,"CI-6","No"
24,"Repaid on time","Clear","CE-909",NA,"Same day",NA,NA,"Yes","Haley Cota","f",27677,NA,63357,"CI-6","No"
32,"Past arrears","Clear","CE-912",NA,"Same week",NA,NA,"No","Kyle Williams","m",46481,NA,63200,"CI-6","No"
27,"Repaid on time","Due payment","CE-934",NA,"Same week",NA,NA,"Yes","Jacob Hewitt","m",35747,NA,62759,"CI-6","No"
50,"Paid on time","Clear","CE-935",NA,"Same month",NA,NA,"Yes","Ashton Dabney","m",59910,NA,63437,"CI-6","No"
38,"Paid on time","Due payment","CE-936",NA,"Same month",NA,NA,"No","Jessica Schmachtenberger","f",53453,NA,64448,"CI-6","No"
23,"Repaid on time","Due payment","CE-943",NA,"Same day",NA,NA,"Yes","Christopher Davis","m",35939,NA,65084,"CI-6","No"
20,"Repaid on time","Due payment","CE-959",NA,"Same month",NA,NA,"No","Lacey Campbell","f",23577,NA,69978,"CI-6","No"
62,"Paid on time","Clear","CE-976",NA,"Same week",NA,NA,"Yes","Faith Mccabe","f",79182,NA,69983,"CI-6","No"
50,"Past arrears","Clear","CE-988",NA,"Same month",NA,NA,"Yes","Riley Roscoe","m",77468,NA,64521,"CI-6","Yes"
50,"Past arrears","Due payment","CE-52",NA,"Same week",NA,NA,"Yes","Lauren Dolan","f",59972,NA,70922,"CI-7","No"
37,"Past arrears","Clear","CE-105",NA,"Same day",NA,NA,"Yes","Andrew Ramsay","m",58184,NA,70902,"CI-7","No"
28,"Repaid on time","Clear","CE-328",NA,"Same day",NA,NA,"Yes","Cahl Nelson","m",37208,NA,70553,"CI-7","Yes"
22,"Past arrears","Clear","CE-561",NA,"Same day",NA,NA,"Yes","Jacob Taylor","m",25286,NA,70280,"CI-7","No"
26,"Paid on time","Due payment","CE-582",NA,"Same week",NA,NA,"No","Nicole Carrica","f",34328,NA,70513,"CI-7","No"
52,"Repaid on time","Due payment","CE-667",NA,"Same week",NA,NA,"Yes","Allie Cullen","f",60903,NA,70639,"CI-7","No"
22,"Repaid on time","Due payment","CE-702",NA,"Same week",NA,NA,"No","Andrew Victora","m",23610,NA,70635,"CI-7","No"
49,"Paid on time","Due payment","CE-772",NA,"Same month",NA,NA,"No","Christian Bills","m",74844,NA,70995,"CI-7","No"
26,"Past arrears","Due payment","CE-805",NA,"Same month",NA,NA,"No","Katherine Hofmann","f",43451,NA,70450,"CI-7","No"
62,"Past arrears","Due payment","CE-829",NA,"Same day",NA,NA,"Yes","Alexis Steffens","f",91556,NA,70497,"CI-7","No"
43,"Paid on time","Clear","CE-45",NA,"Same month",NA,NA,"Yes","Josephine Kostenbauer","f",43545,NA,73150,"CI-8","No"
63,"Paid on time","Clear","CE-122",NA,"Same week",NA,NA,"Yes","Gabriel Vick","m",94528,NA,71744,"CI-8","No"
34,"Paid on time","Clear","CE-126",NA,"Same day",NA,NA,"No","Tanner Osborne","m",28909,NA,72201,"CI-8","No"
60,"Past arrears","Due payment","CE-133",NA,"Same week",NA,NA,"No","Rocky Russell","m",49261,NA,73050,"CI-8","Yes"
27,"Past arrears","Due payment","CE-185",NA,"Same day",NA,NA,"Yes","Jared Reed","m",35166,NA,72458,"CI-8","No"
26,"Paid on time","Clear","CE-209",NA,"Same week",NA,NA,"No","Jenna Mize","f",24312,NA,72937,"CI-8","No"
58,"Paid on time","Clear","CE-273",NA,"Same week",NA,NA,"No","Haakon Claton","m",52706,NA,71421,"CI-8","No"
55,"Past arrears","Clear","CE-284",NA,"Same week",NA,NA,"No","Stephanie Ronzio","f",87277,NA,73166,"CI-8","No"
49,"Repaid on time","Clear","CE-292",NA,"Same week",NA,NA,"No","Brittany Lubovich","f",56714,NA,72978,"CI-8","No"
24,"Past arrears","Clear","CE-319",NA,"Same week",NA,NA,"No","Abbey Damgaard","f",34892,NA,73537,"CI-8","No"
37,"Paid on time","Due payment","CE-322",NA,"Same week",NA,NA,"No","Michael Daly","m",49538,NA,73330,"CI-8","No"
61,"Past arrears","Clear","CE-343",NA,"Same week",NA,NA,"Yes","Cheyenne Fordyce","f",74717,NA,72314,"CI-8","No"
39,"Past arrears","Clear","CE-353",NA,"Same month",NA,NA,"No","Ciara Cook","f",50342,NA,72348,"CI-8","No"
25,"Past arrears","Clear","CE-372",NA,"Same day",NA,NA,"No","Alyssa Hurley","f",29205,NA,72453,"CI-8","No"
62,"Past arrears","Clear","CE-444",NA,"Same week",NA,NA,"Yes","Shannon Swett","f",60737,NA,72076,"CI-8","No"
29,"Past arrears","Clear","CE-592",NA,"Same week",NA,NA,"Yes","Michael Browning","m",26258,NA,72830,"CI-8","No"
54,"Repaid on time","Clear","CE-628",NA,"Same week",NA,NA,"Yes","Devon White","m",51995,NA,73595,"CI-8","No"
38,"Paid on time","Clear","CE-649",NA,"Same week",NA,NA,"Yes","Margaret Jones","f",52687,NA,73064,"CI-8","No"
51,"Paid on time","Clear","CE-662",NA,"Same day",NA,NA,"Yes","Brittany Mitchell","f",63238,NA,73273,"CI-8","No"
24,"Paid on time","Clear","CE-690",NA,"Same week",NA,NA,"Yes","Paige Pinney","f",25458,NA,71129,"CI-8","No"
27,"Past arrears","Clear","CE-752",NA,"Same month",NA,NA,"Yes","Galen Brossart","m",33005,NA,73249,"CI-8","No"
20,"Past arrears","Clear","CE-757",NA,"Same day",NA,NA,"No","Davis Schaffer","m",20406,NA,73121,"CI-8","No"
47,"Paid on time","Due payment","CE-789",NA,"Same week",NA,NA,"No","Jalen Eisenberg","m",35801,NA,72288,"CI-8","No"
46,"Repaid on time","Due payment","CE-811",NA,"Same week",NA,NA,"Yes","Drew Simpson","m",50395,NA,71819,"CI-8","No"
55,"Past arrears","Due payment","CE-838",NA,"Same day",NA,NA,"Yes","Kimbur Bravo","f",71160,NA,72320,"CI-8","No"
28,"Paid on time","Due payment","CE-907",NA,"Same month",NA,NA,"Yes","Jared Dimasi","m",34028,NA,73076,"CI-8","No"
45,"Paid on time","Due payment","CE-922",NA,"Same week",NA,NA,"Yes","Alyssa Ruff","f",49626,NA,73592,"CI-8","No"
37,"Paid on time","Due payment","CE-956",NA,"Same day",NA,NA,"No","Jeremiah Appenzeller","m",47815,NA,72590,"CI-8","No"
59,"Paid on time","Clear","CE-995",NA,"Same day",NA,NA,"No","Emma Roubal","f",61791,NA,71864,"CI-8","No"
36,"Past arrears","Clear","CE-996",NA,"Same day",NA,NA,"No","Jamie Bell","f",41891,NA,73586,"CI-8","No"
55,"Paid on time","Clear","CE-8",NA,"Same day",NA,NA,"Yes","Eric Tolan","m",60943,NA,74572,"CI-9","No"
32,"Repaid on time","Due payment","CE-12",NA,"Same day",NA,NA,"Yes","David Slye","m",43289,NA,75244,"CI-9","No"
27,"Repaid on time","Due payment","CE-36",NA,"Same week",NA,NA,"No","Holly Nelson","f",36112,NA,75496,"CI-9","No"
22,"Paid on time","Due payment","CE-81",NA,"Same week",NA,NA,"No","Emma Strain","f",26139,NA,75991,"CI-9","No"
46,"Paid on time","Due payment","CE-83",NA,"Same day",NA,NA,"Yes","Samuel Johnson","m",42175,NA,74520,"CI-9","No"
22,"Paid on time","Clear","CE-109",NA,"Same week",NA,NA,"No","Brandon Thomas","m",33118,NA,73943,"CI-9","Yes"
42,"Repaid on time","Due payment","CE-134",NA,"Same day",NA,NA,"No","Jake Soule","m",50799,NA,77412,"CI-9","No"
52,"Past arrears","Clear","CE-138",NA,"Same day",NA,NA,"Yes","Miles Kilts","f",70793,NA,75548,"CI-9","No"
48,"Past arrears","Due payment","CE-146",NA,"Same week",NA,NA,"Yes","Valerie Oaxaca","f",62729,NA,74549,"CI-9","No"
19,"Past arrears","Clear","CE-153",NA,"Same week",NA,NA,"Yes","Dalton Boffman","m",19253,NA,73849,"CI-9","No"
35,"Repaid on time","Clear","CE-155",NA,"Same week",NA,NA,"Yes","Tannah Hayashi","f",46732,NA,77278,"CI-9","No"
26,"Paid on time","Clear","CE-157",NA,"Same week",NA,NA,"Yes","Clayton Cano","m",28216,NA,74258,"CI-9","No"
62,"Repaid on time","Clear","CE-206",NA,"Same week",NA,NA,"No","Allison Bamber","f",80577,NA,74262,"CI-9","No"
38,"Repaid on time","Due payment","CE-225",NA,"Same week",NA,NA,"Yes","Sara Eyssimont","f",33278,NA,75687,"CI-9","No"
44,"Repaid on time","Clear","CE-237",NA,"Same day",NA,NA,"Yes","Ashley Hill","f",57974,NA,73939,"CI-9","No"
30,"Paid on time","Due payment","CE-240",NA,"Same week",NA,NA,"Yes","Angelica Schroeder","f",41626,NA,75243,"CI-9","No"
36,"Repaid on time","Due payment","CE-340",NA,"Same month",NA,NA,"No","Blaire Mcvay","f",51301,NA,76269,"CI-9","No"
31,"Repaid on time","Clear","CE-344",NA,"Same day",NA,NA,"Yes","Emily Reynolds","f",39148,NA,76144,"CI-9","No"
26,"Past arrears","Due payment","CE-345",NA,"Same month",NA,NA,"Yes","Jordan Khamova","f",34699,NA,77081,"CI-9","No"
54,"Repaid on time","Due payment","CE-352",NA,"Same month",NA,NA,"Yes","Daniel Schadel","m",80848,NA,76577,"CI-9","No"
48,"Repaid on time","Due payment","CE-364",NA,"Same week",NA,NA,"Yes","Kelly Vance","f",58701,NA,73838,"CI-9","No"
42,"Past arrears","Clear","CE-445",NA,"Same day",NA,NA,"No","Kylee Stein","f",49551,NA,76668,"CI-9","No"
58,"Paid on time","Clear","CE-464",NA,"Same day",NA,NA,"No","Tiana Christensen","f",62100,NA,74466,"CI-9","No"
53,"Repaid on time","Due payment","CE-519",NA,"Same week",NA,NA,"No","Joshua Petrone","m",42082,NA,76055,"CI-9","No"
21,"Paid on time","Due payment","CE-544",NA,"Same week",NA,NA,"Yes","Evan Schrupp","m",28836,NA,73996,"CI-9","No"
62,"Past arrears","Due payment","CE-553",NA,"Same month",NA,NA,"Yes","Tyler Allen","m",85327,NA,73867,"CI-9","No"
30,"Repaid on time","Due payment","CE-571",NA,"Same day",NA,NA,"Yes","Tyler Runyon","m",39790,NA,76473,"CI-9","No"
55,"Past arrears","Due payment","CE-612",NA,"Same week",NA,NA,"No","Garrett Sinka","m",94249,NA,74382,"CI-9","No"
40,"Past arrears","Due payment","CE-626",NA,"Same week",NA,NA,"Yes","Matthew Bahraini","m",61295,NA,74011,"CI-9","No"
43,"Repaid on time","Clear","CE-633",NA,"Same day",NA,NA,"Yes","Zachary Sugarman","m",57693,NA,77144,"CI-9","No"
42,"Past arrears","Due payment","CE-642",NA,"Same month",NA,NA,"Yes","Hannah Duke","f",51027,NA,74161,"CI-9","No"
62,"Past arrears","Due payment","CE-665",NA,"Same day",NA,NA,"No","Zane Cronkhite","m",60272,NA,75690,"CI-9","No"
43,"Paid on time","Clear","CE-693",NA,"Same day",NA,NA,"Yes","Micah Gorman","m",42420,NA,74915,"CI-9","No"
39,"Past arrears","Clear","CE-740",NA,"Same day",NA,NA,"Yes","Samuel Henrie","m",46304,NA,74274,"CI-9","No"
29,"Paid on time","Due payment","CE-749",NA,"Same month",NA,NA,"Yes","Joshua Lerseth","m",40638,NA,76455,"CI-9","No"
56,"Repaid on time","Due payment","CE-773",NA,"Same day",NA,NA,"No","Mitchell Landau","m",61257,NA,74912,"CI-9","No"
52,"Repaid on time","Due payment","CE-831",NA,"Same week",NA,NA,"Yes","Tyler Mackay","m",74248,NA,76192,"CI-9","No"
50,"Paid on time","Due payment","CE-836",NA,"Same week",NA,NA,"Yes","Marissa Piccoli","f",74114,NA,77176,"CI-9","No"
59,"Repaid on time","Clear","CE-862",NA,"Same day",NA,NA,"Yes","Jeremiah Mcneily","m",73964,NA,75167,"CI-9","No"
55,"Paid on time","Due payment","CE-967",NA,"Same week",NA,NA,"No","Angela Murphy","f",62432,NA,73891,"CI-9","No"
21,"Repaid on time","Clear","CE-969",NA,"Same day",NA,NA,"Yes","Reed Lamperes","m",19270,NA,76816,"CI-9","No"
23,"Paid on time","Due payment","CE-984",NA,"Same week",NA,NA,"Yes","Samantha Wolf","f",19236,NA,75111,"CI-9","No"
38,"Repaid on time","Clear","CE-985",NA,"Same week",NA,NA,"Yes","Kori Davis","f",50716,NA,74066,"CI-9","No"
32,"Repaid on time","Clear","CE-999",NA,"Same week",NA,NA,"Yes","Skylar Conway","f",16877,NA,77009,"CI-9","No"
44,"Past arrears","Clear","CE-276",NA,"Same month",NA,NA,"No","Tanner Fisher","f",57867,NA,77588,"CI-10","No"
27,"Past arrears","Clear","CE-500",NA,"Same week",NA,NA,"No","Stephanie Bernot","f",36328,NA,78236,"CI-10","No"
47,"Past arrears","Clear","CE-614",NA,"Same day",NA,NA,"Yes","Zane West","m",42923,NA,78110,"CI-10","No"
37,"Past arrears","Clear","CE-694",NA,"Same week",NA,NA,"No","Tate Smith","m",31603,NA,77849,"CI-10","No"
57,"Paid on time","Clear","CE-710",NA,"Same week",NA,NA,"No","Shelby Davey","f",56450,NA,78273,"CI-10","No"
31,"Past arrears","Clear","CE-896",NA,"Same day",NA,NA,"Yes","Nelson Tokarski","m",32065,NA,78197,"CI-10","No"
39,"Paid on time","Clear","CE-945",NA,"Same week",NA,NA,"Yes","Tyler Boyd","m",42028,NA,78230,"CI-10","No"
45,"Paid on time","Clear","CE-963",NA,"Same week",NA,NA,"Yes","Natasha Shiflet","f",50238,NA,78209,"CI-10","Yes"
50,"Paid on time","Due payment","CE-4",NA,"Same week",NA,NA,"Yes","Arie Mason","f",73410,NA,96243,"CI-11","No"
61,"Paid on time","Clear","CE-9",NA,"Same week",NA,NA,"No","Peter Madigan","m",72135,NA,81582,"CI-11","No"
62,"Paid on time","Due payment","CE-14",NA,"Same day",NA,NA,"Yes","Jordan Klatt","f",63992,NA,87206,"CI-11","No"
59,"Past arrears","Clear","CE-19",NA,"Same week",NA,NA,"No","Heather Anderson","f",78525,NA,80634,"CI-11","No"
19,"Paid on time","Due payment","CE-22",NA,"Same month",NA,NA,"Yes","Kelcey Cagley","f",22209,NA,85088,"CI-11","No"
29,"Paid on time","Due payment","CE-26",NA,"Same month",NA,NA,"No","Ashley Bugh","f",39262,NA,90763,"CI-11","No"
18,"Repaid on time","Due payment","CE-28",NA,"Same week",NA,NA,"No","Matthew Bradshaw","m",22986,NA,84934,"CI-11","No"
59,"Past arrears","Clear","CE-35",NA,"Same week",NA,NA,"No","Zachary Phillips","m",57405,NA,88596,"CI-11","No"
42,"Repaid on time","Clear","CE-42",NA,"Same week",NA,NA,"Yes","Taylor Mcgowan","f",58171,NA,78566,"CI-11","No"
63,"Repaid on time","Clear","CE-44",NA,"Same day",NA,NA,"No","Ryan Henke","m",76866,NA,92172,"CI-11","No"
34,"Repaid on time","Clear","CE-47",NA,"Same day",NA,NA,"No","Matthew Aroyewun","m",42267,NA,84148,"CI-11","No"
18,"Past arrears","Clear","CE-50",NA,"Same month",NA,NA,"No","Brianna Smith","f",20510,NA,88771,"CI-11","No"
31,"Past arrears","Due payment","CE-55",NA,"Same week",NA,NA,"No","Michael Smith","m",37583,NA,91318,"CI-11","No"
29,"Past arrears","Clear","CE-59",NA,"Same day",NA,NA,"Yes","Zachery Cookson","m",37192,NA,83509,"CI-11","No"
22,"Past arrears","Due payment","CE-60",NA,"Same week",NA,NA,"Yes","Chase Harris","m",24448,NA,81895,"CI-11","No"
40,"Paid on time","Clear","CE-63",NA,"Same week",NA,NA,"No","Katelyn Sannino","f",50073,NA,98765,"CI-11","No"
38,"Past arrears","Due payment","CE-68",NA,"Same day",NA,NA,"Yes","Riley Jones","m",45117,NA,86898,"CI-11","No"
52,"Repaid on time","Due payment","CE-74",NA,"Same week",NA,NA,"Yes","Jake Goodman","m",55882,NA,99684,"CI-11","No"
54,"Past arrears","Due payment","CE-78",NA,"Same day",NA,NA,"No","Hunter Hill","m",57860,NA,86445,"CI-11","No"
46,"Repaid on time","Clear","CE-79",NA,"Same month",NA,NA,"Yes","Samantha Gibb","f",64671,NA,94642,"CI-11","No"
22,"Repaid on time","Clear","CE-82",NA,"Same day",NA,NA,"No","Taylor Jordan","f",24290,NA,86681,"CI-11","No"
39,"Past arrears","Clear","CE-84",NA,"Same month",NA,NA,"Yes","Joseph Vaughn","m",56150,NA,87798,"CI-11","No"
54,"Past arrears","Due payment","CE-91",NA,"Same month",NA,NA,"Yes","Haley Moore","f",58990,NA,87206,"CI-11","No"
57,"Repaid on time","Clear","CE-96",NA,"Same day",NA,NA,"No","Samantha Hanson","f",62031,NA,96685,"CI-11","No"
29,"Paid on time","Clear","CE-97",NA,"Same week",NA,NA,"Yes","Brianna Fredrickson","f",32062,NA,79945,"CI-11","No"
64,"Paid on time","Clear","CE-103",NA,"Same week",NA,NA,"No","Deedra Benson","f",94453,NA,84867,"CI-11","No"
33,"Paid on time","Clear","CE-106",NA,"Same week",NA,NA,"Yes","Mason Campbell","m",27378,NA,90276,"CI-11","No"
47,"Repaid on time","Due payment","CE-107",NA,"Same week",NA,NA,"Yes","Katherine Weber","f",67620,NA,81967,"CI-11","No"
54,"Repaid on time","Clear","CE-112",NA,"Same month",NA,NA,"Yes","Griffin Long","m",66305,NA,91922,"CI-11","No"
56,"Past arrears","Due payment","CE-118",NA,"Same day",NA,NA,"No","Patrick Futro","m",67688,NA,91549,"CI-11","No"
29,"Past arrears","Clear","CE-120",NA,"Same week",NA,NA,"Yes","Ryan Lee","m",28035,NA,83364,"CI-11","No"
44,"Repaid on time","Due payment","CE-130",NA,"Same week",NA,NA,"No","Connor Lueders","m",61325,NA,94622,"CI-11","No"
33,"Past arrears","Clear","CE-131",NA,"Same week",NA,NA,"No","Kara Zetterquist","f",46331,NA,91327,"CI-11","No"
32,"Repaid on time","Clear","CE-132",NA,"Same week",NA,NA,"Yes","Keith Bourne","m",44907,NA,91174,"CI-11","No"
34,"Repaid on time","Clear","CE-136",NA,"Same week",NA,NA,"No","Richard Meyer","m",41380,NA,84690,"CI-11","No"
38,"Paid on time","Clear","CE-142",NA,"Same month",NA,NA,"Yes","Alyssa Mishenin","f",38505,NA,91814,"CI-11","No"
31,"Repaid on time","Due payment","CE-147",NA,"Same week",NA,NA,"Yes","Tanner Barber","m",29615,NA,89670,"CI-11","No"
58,"Repaid on time","Clear","CE-158",NA,"Same month",NA,NA,"Yes","Alex Nawrocki","m",70616,NA,78564,"CI-11","No"
23,"Paid on time","Due payment","CE-161",NA,"Same month",NA,NA,"Yes","Andrew Gustafson","m",23906,NA,92582,"CI-11","No"
38,"Repaid on time","Clear","CE-167",NA,"Same week",NA,NA,"Yes","Kala Danbom-Rice","f",36609,NA,84325,"CI-11","No"
42,"Past arrears","Clear","CE-183",NA,"Same week",NA,NA,"No","Skyler Evans","m",61433,NA,99930,"CI-11","No"
51,"Repaid on time","Clear","CE-188",NA,"Same day",NA,NA,"No","Daniel Anderson","m",67615,NA,83830,"CI-11","No"
27,"Past arrears","Clear","CE-191",NA,"Same month",NA,NA,"Yes","Mackenzie Westman","f",32255,NA,86359,"CI-11","No"
23,"Repaid on time","Clear","CE-192",NA,"Same day",NA,NA,"Yes","Bailee Tappy","f",28499,NA,85801,"CI-11","No"
56,"Repaid on time","Clear","CE-194",NA,"Same day",NA,NA,"No","Tayler Mccallister","f",54928,NA,93943,"CI-11","No"
18,"Past arrears","Clear","CE-199",NA,"Same week",NA,NA,"Yes","Austin Tillapaugh","m",21475,NA,90673,"CI-11","No"
39,"Past arrears","Clear","CE-201",NA,"Same day",NA,NA,"Yes","Eliza Starr","f",29042,NA,97040,"CI-11","No"
64,"Paid on time","Clear","CE-204",NA,"Same week",NA,NA,"Yes","Madison Rakowski","m",81732,NA,97348,"CI-11","No"
61,"Paid on time","Due payment","CE-207",NA,"Same day",NA,NA,"No","Mariya Niemann","f",58282,NA,88303,"CI-11","No"
26,"Paid on time","Due payment","CE-220",NA,"Same month",NA,NA,"Yes","Amin Morgan","m",28852,NA,96146,"CI-11","No"
54,"Paid on time","Clear","CE-224",NA,"Same month",NA,NA,"Yes","Madison Tomlin","f",51699,NA,90504,"CI-11","No"
20,"Paid on time","Clear","CE-226",NA,"Same month",NA,NA,"Yes","Trisha Burson","f",24509,NA,82674,"CI-11","No"
58,"Paid on time","Clear","CE-227",NA,"Same week",NA,NA,"No","Danielle Mcclung","f",73726,NA,84206,"CI-11","No"
60,"Repaid on time","Clear","CE-229",NA,"Same week",NA,NA,"Yes","Rebecca Sharkey","f",54859,NA,90499,"CI-11","No"
31,"Paid on time","Clear","CE-235",NA,"Same week",NA,NA,"Yes","Amanda Deiter","f",46348,NA,80525,"CI-11","Yes"
40,"Paid on time","Clear","CE-239",NA,"Same week",NA,NA,"Yes","Robert Davis","m",47079,NA,79509,"CI-11","No"
28,"Past arrears","Clear","CE-244",NA,"Same day",NA,NA,"Yes","David Miller","m",35517,NA,91661,"CI-11","No"
52,"Past arrears","Due payment","CE-245",NA,"Same month",NA,NA,"Yes","Breana Preece","f",56562,NA,85752,"CI-11","No"
51,"Past arrears","Clear","CE-249",NA,"Same day",NA,NA,"No","Harmony Ilett","f",52055,NA,87110,"CI-11","No"
42,"Past arrears","Clear","CE-255",NA,"Same day",NA,NA,"No","Manuel Dehm","m",39170,NA,86004,"CI-11","No"
53,"Paid on time","Clear","CE-256",NA,"Same week",NA,NA,"Yes","Kenna Fitzgibbons","f",53400,NA,82284,"CI-11","No"
42,"Repaid on time","Clear","CE-258",NA,"Same month",NA,NA,"Yes","Kira Woehrle","f",56570,NA,96327,"CI-11","No"
18,"Paid on time","Clear","CE-265",NA,"Same month",NA,NA,"Yes","Alexa Roetker","f",21840,NA,97600,"CI-11","No"
57,"Paid on time","Clear","CE-267",NA,"Same day",NA,NA,"No","Robert Despain","m",58856,NA,91092,"CI-11","No"
18,"Past arrears","Clear","CE-269",NA,"Same month",NA,NA,"No","Kelli Beechley","f",19728,NA,81147,"CI-11","No"
59,"Paid on time","Due payment","CE-274",NA,"Same day",NA,NA,"No","Brittany Baker","f",61841,NA,98324,"CI-11","No"
30,"Paid on time","Due payment","CE-277",NA,"Same week",NA,NA,"Yes","Kirsten Teschler","f",35097,NA,98555,"CI-11","No"
52,"Paid on time","Clear","CE-283",NA,"Same month",NA,NA,"No","Mckaelynn Krajcovic","f",36715,NA,96206,"CI-11","No"
30,"Past arrears","Due payment","CE-287",NA,"Same week",NA,NA,"Yes","Dalton Korn","m",37958,NA,95663,"CI-11","No"
22,"Past arrears","Due payment","CE-288",NA,"Same week",NA,NA,"No","Adri Schenk","f",34317,NA,82441,"CI-11","No"
63,"Past arrears","Due payment","CE-291",NA,"Same day",NA,NA,"No","Lawson Reistad","m",73911,NA,94018,"CI-11","No"
42,"Past arrears","Due payment","CE-295",NA,"Same month",NA,NA,"Yes","Stephen Near","m",57657,NA,86906,"CI-11","No"
26,"Repaid on time","Clear","CE-297",NA,"Same week",NA,NA,"Yes","Hunter Abdelmeged","m",35363,NA,87513,"CI-11","No"
45,"Past arrears","Clear","CE-300",NA,"Same week",NA,NA,"Yes","Lisa Labonte","f",46579,NA,93218,"CI-11","No"
61,"Past arrears","Clear","CE-303",NA,"Same week",NA,NA,"Yes","Maria Clancy","f",84246,NA,80751,"CI-11","No"
35,"Past arrears","Due payment","CE-308",NA,"Same week",NA,NA,"Yes","Aaron Campbell","m",57049,NA,90863,"CI-11","No"
44,"Past arrears","Due payment","CE-313",NA,"Same month",NA,NA,"No","Daniel Robison","m",62659,NA,90103,"CI-11","No"
58,"Paid on time","Clear","CE-318",NA,"Same week",NA,NA,"No","Sara Wisdom","f",73244,NA,81979,"CI-11","No"
48,"Past arrears","Clear","CE-320",NA,"Same month",NA,NA,"Yes","Rob Schurr","m",75621,NA,98618,"CI-11","No"
45,"Past arrears","Clear","CE-321",NA,"Same day",NA,NA,"Yes","Sydnie Giammo","f",76260,NA,89675,"CI-11","No"
36,"Paid on time","Clear","CE-324",NA,"Same week",NA,NA,"No","Kristen Chesnut","f",50798,NA,94208,"CI-11","No"
28,"Past arrears","Clear","CE-330",NA,"Same month",NA,NA,"Yes","Wesley Good","m",37349,NA,98535,"CI-11","No"
62,"Paid on time","Clear","CE-335",NA,"Same day",NA,NA,"No","Taylor Shahid Saless","f",79164,NA,89341,"CI-11","No"
64,"Past arrears","Due payment","CE-337",NA,"Same week",NA,NA,"No","Kerry Anderson","f",54433,NA,93518,"CI-11","No"
25,"Paid on time","Clear","CE-357",NA,"Same week",NA,NA,"Yes","Tyler Adamoli","m",28696,NA,80729,"CI-11","No"
20,"Repaid on time","Clear","CE-362",NA,"Same day",NA,NA,"No","Kent Hunt","m",29648,NA,91078,"CI-11","No"
41,"Paid on time","Due payment","CE-363",NA,"Same day",NA,NA,"No","Lane Cokley","m",55154,NA,93717,"CI-11","No"
54,"Past arrears","Clear","CE-368",NA,"Same month",NA,NA,"Yes","Tyler Bowen","m",80606,NA,94748,"CI-11","No"
62,"Past arrears","Clear","CE-370",NA,"Same week",NA,NA,"Yes","Elisa Swanson","f",73723,NA,92385,"CI-11","No"
